Duration,Total Frames,Average FPS,Minimum FPS,1st Percentile FPS,5th Percentile FPS,Maximum FPS,AnimationErrorPerSecond,AnimationErrorPerFrame
27.4367,2948,36.8569,1.42002,14.8909,23.2951,1e+06,0.166887,5.63878
