Duration,Total Frames,Average FPS,Minimum FPS,1st Percentile FPS,5th Percentile FPS,Maximum FPS,AnimationErrorPerSecond,AnimationErrorPerFrame
25.885,678,26.1699,3.28663,8.58307,18.2734,46.2734,0.0941056,5.89812
